"Time","ID","Category","Group","Event","Msg. Type","Priority","Ether Type","Src. MAC","Src. Vendor","Src. Int.","Src. Zone","Dst. MAC","Dst. Vendor","Dst. Int.","Dst. Zone","Src. IP","Src. Port","Src. Name","Src.NAT IP","Src.NAT Port","In SPI","Dst. IP","Dst. Port","Dst. Name","Dst.NAT IP","Dst.NAT Port","Out SPI","IP Protocol","ICMP Type","ICMP Code","RX Bytes","TX Bytes","Access Rule","NAT Policy","User Name","Session Time","Session Type","IDP Rule","IDP Priority","HTTP OP","URL","VPN Policy","HTTP Result","Block Cat","Application","FW Action","DPI","Notes","Message","HTTP Referer"
"03/26/2025 16:39:55","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","00:A0:26:D8:CE:CA","TELDAT, S.A.","X1","WAN","18:C2:41:96:50:99","SONICWALL","X1","WAN","95.214.53.106","52510","","","","","217.124.116.61","443","","","","","tcp","","","46","","","","","","","","","","","","","","General HTTPS","drop","","TCP Flag(s): SYN","TCP packet dropped",""
"03/26/2025 16:40:35","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","08:BF:B8:12:C3:FC","Unknown","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::1441:acb8:5be4:f239","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 16:40:55","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","B8:AE:ED:FA:C5:71","ELITEGROUP COMPUTER SYSTEMS","X0","LAN","18:C2:41:96:50:98","SONICWALL","X1","WAN","192.168.32.230","61303","","","","","13.107.42.16","443","","","","","tcp","","","331","","5 (LAN->WAN)","","","","","","","","","","","","General HTTPS","drop","","","TCP packet dropped",""
"03/26/2025 16:41:35","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","08:BF:B8:12:C3:FC","Unknown","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::1441:acb8:5be4:f239","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 16:42:01","1110","Network","DHCP Server","Assigned IP Address","Simple Message String","Information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","","Assigned IP address 192.168.132.66 to MAC address 6C:FA:A7:E6:24:83",""
"03/26/2025 16:42:05","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","00:A0:26:D8:CE:CA","TELDAT, S.A.","X1","WAN","18:C2:41:96:50:99","SONICWALL","X1","WAN","47.254.248.116","17501","","","","","217.124.116.61","14440","","","","","tcp","","","52","","","","","","","","","","","","","","General TCP","drop","","TCP Flag(s): SYN","TCP packet dropped",""
"03/26/2025 16:42:17","608","Security Services","IPS","IPS Detection Alert","Standard IDP Message String","Alert","","","","X1","","","","X0","","13.107.21.200","8","","","","","192.168.32.153","1","","","","","","","","","","","","","","","352","3","","","","","","","NA","","","IPS Detection Alert: ICMP Time-To-Live Exceeded in Transit, SID: 352, Priority: Low",""
"03/26/2025 16:42:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","08:BF:B8:12:C3:FC","Unknown","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::1441:acb8:5be4:f239","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 16:43:05","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","00:A0:26:D8:CE:CA","TELDAT, S.A.","X1","WAN","18:C2:41:96:50:99","SONICWALL","X1","WAN","57.129.64.219","48223","","","","","217.124.116.61","631","","","","","tcp","","","52","","","","","","","","","","","","","","General TCP","drop","","TCP Flag(s): SYN","TCP packet dropped",""
"03/26/2025 16:43:21","608","Security Services","IPS","IPS Detection Alert","Standard IDP Message String","Alert","","","","X1","","","","X0","","199.232.210.172","8","","","","","192.168.32.31","1","","","","","","","","","","","","","","","352","3","","","","","","","NA","","","IPS Detection Alert: ICMP Time-To-Live Exceeded in Transit, SID: 352, Priority: Low",""
"03/26/2025 16:43:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","08:BF:B8:12:C3:FC","Unknown","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::1441:acb8:5be4:f239","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 16:44:08","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","08:BF:B8:12:C3:24","Unknown","X0","LAN","18:C2:41:96:50:98","SONICWALL","X1","WAN","192.168.32.8","57492","","","","","8.8.8.8","443","","","","","tcp","","","412","","5 (LAN->WAN)","","","","","","","","","","","","General HTTPS","drop","","","TCP packet dropped",""
"03/26/2025 16:44:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","08:BF:B8:12:C3:FC","Unknown","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::1441:acb8:5be4:f239","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 16:45:14","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","00:A0:26:D8:CE:CA","TELDAT, S.A.","X1","LAN","18:C2:41:96:50:99","SONICWALL","X0","WAN","172.217.17.3","80","","","","","192.168.32.233","56776","","","","","tcp","","","52","","5 (LAN->WAN)","","","","","","","","","","","","General HTTP","drop","","","TCP packet dropped",""
"03/26/2025 16:45:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","54:B2:03:8B:9E:BA","PEGATRON CORPORATION","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::67ba:e868:3bef:c9af","5353","","","","","ff02::fb","5353","","","","","udp","","","91","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 16:46:18","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","3C:2A:F4:02:50:8D","BROTHER INDUSTRIES","X0","LAN","18:C2:41:96:50:98","SONICWALL","X1","WAN","192.168.32.225","33683","","","","","44.224.140.180","443","","","","","tcp","","","52","","5 (LAN->WAN)","","","","","","","","","","","","General HTTPS","drop","","","TCP packet dropped",""
"03/26/2025 16:46:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","00:E0:4C:36:08:F8","REALTEK SEMICONDUCTOR CORP.","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::bc9b:11fb:cba9:afc1","5353","","","","","ff02::fb","5353","","","","","udp","","","296","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 16:47:18","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","00:A0:26:D8:CE:CA","TELDAT, S.A.","X1","WAN","18:C2:41:96:50:99","SONICWALL","X1","WAN","89.248.165.13","55873","","","","","217.124.116.61","2727","","","","","tcp","","","46","","","","","","","","","","","","","","Service RPC Services","drop","","TCP Flag(s): SYN","TCP packet dropped",""
"03/26/2025 16:47:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","00:E0:4C:36:08:F8","REALTEK SEMICONDUCTOR CORP.","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::bc9b:11fb:cba9:afc1","5353","","","","","ff02::fb","5353","","","","","udp","","","296","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 16:48:18","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","3C:2A:F4:02:50:8D","BROTHER INDUSTRIES","X0","LAN","18:C2:41:96:50:98","SONICWALL","X1","WAN","192.168.32.225","55639","","","","","44.224.140.180","443","","","","","tcp","","","52","","5 (LAN->WAN)","","","","","","","","","","","","General HTTPS","drop","","","TCP packet dropped",""
"03/26/2025 16:48:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","08:BF:B8:12:C3:FC","Unknown","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::1441:acb8:5be4:f239","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 16:49:21","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","00:A0:26:D8:CE:CA","TELDAT, S.A.","X1","LAN","18:C2:41:96:50:99","SONICWALL","X0","WAN","13.107.42.16","443","","","","","192.168.32.6","59761","","","","","tcp","","","46","","5 (LAN->WAN)","","","","","","","","","","","","General HTTPS","drop","","","TCP packet dropped",""
"03/26/2025 16:49:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","08:BF:B8:12:C3:FC","Unknown","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::1441:acb8:5be4:f239","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 16:50:21","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","00:A0:26:D8:CE:CA","TELDAT, S.A.","X1","WAN","18:C2:41:96:50:99","SONICWALL","X1","WAN","185.224.128.17","56541","","","","","217.124.116.61","44910","","","","","tcp","","","46","","","","","","","","","","","","","","General TCP","drop","","TCP Flag(s): SYN","TCP packet dropped",""
"03/26/2025 16:50:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","08:BF:B8:12:C3:FC","Unknown","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::1441:acb8:5be4:f239","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 16:50:39","608","Security Services","IPS","IPS Detection Alert","Standard IDP Message String","Alert","","","","X1","","","","X0","","185.43.182.19","8","","","","","192.168.32.151","1","","","","","","","","","","","","","","","352","3","","","","","","","NA","","","IPS Detection Alert: ICMP Time-To-Live Exceeded in Transit, SID: 352, Priority: Low",""
"03/26/2025 16:51:00","1213","Firewall Settings","Flood Protection","UDP Flood Detected","Standard Note String","Alert","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","Attack Destination: 0.0.0.0 - 255.255.255.255, Most active attacker information: [1]192.168.32.100:2052 -> 10.255.255.255:1202 (1412 pkts)  [2]192.168.100.230:55095 -> 142.250.200.74:443 (835 pkts)  [3]192.168.100.225:56978 -> 142.250.201.74:443 (238 pkt","Possible UDP flood attack detected",""
"03/26/2025 16:51:22","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","B8:AE:ED:FA:C5:71","ELITEGROUP COMPUTER SYSTEMS","X0","LAN","18:C2:41:96:50:98","SONICWALL","X1","WAN","192.168.32.230","61394","","","","","8.8.8.8","443","","","","","tcp","","","348","","5 (LAN->WAN)","","","","","","","","","","","","General HTTPS","drop","","","TCP packet dropped",""
"03/26/2025 16:51:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","08:BF:B8:12:C3:FC","Unknown","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::1441:acb8:5be4:f239","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 16:51:49","608","Security Services","IPS","IPS Detection Alert","Standard IDP Message String","Alert","","","","X1","","","","X0","","5.255.145.40","8","","","","","192.168.32.100","1","","","","","","","","","","","","","","","352","3","","","","","","","NA","","","IPS Detection Alert: ICMP Time-To-Live Exceeded in Transit, SID: 352, Priority: Low",""
"03/26/2025 16:52:16","1110","Network","DHCP Server","Assigned IP Address","Simple Message String","Information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","","Assigned IP address 192.168.132.61 to MAC address E8:96:06:01:D6:1A",""
"03/26/2025 16:52:25","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","00:A0:26:D8:CE:CA","TELDAT, S.A.","X1","LAN","18:C2:41:96:50:99","SONICWALL","X0","WAN","8.8.4.4","443","","","","","192.168.32.67","54199","","","","","tcp","","","46","","5 (LAN->WAN)","","","","","","","","","","","","General HTTPS","drop","","","TCP packet dropped",""
"03/26/2025 16:52:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","08:BF:B8:12:C3:FC","Unknown","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::1441:acb8:5be4:f239","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 16:53:29","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","00:A0:26:D8:CE:CA","TELDAT, S.A.","X1","LAN","18:C2:41:96:50:99","SONICWALL","X0","WAN","8.8.4.4","443","","","","","192.168.32.230","61433","","","","","tcp","","","46","","5 (LAN->WAN)","","","","","","","","","","","","General HTTPS","drop","","","TCP packet dropped",""
"03/26/2025 16:53:31","1213","Firewall Settings","Flood Protection","UDP Flood Detected","Standard Note String","Alert","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","Attack Destination: 0.0.0.0 - 255.255.255.255, Most active attacker information: [1]192.168.32.100:2052 -> 10.255.255.255:1202 (1441 pkts)  [2]192.168.100.225:56978 -> 142.250.201.74:443 (349 pkts)  [3]192.168.100.230:36800 -> 157.240.5.63:443 (73 pkts) ","Possible UDP flood attack detected",""
"03/26/2025 16:53:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","08:BF:B8:12:C3:FC","Unknown","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::1441:acb8:5be4:f239","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 16:54:29","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","00:A0:26:D8:CE:CA","TELDAT, S.A.","X1","WAN","18:C2:41:96:50:99","SONICWALL","X1","WAN","83.222.191.42","61000","","","","","217.124.116.61","21810","","","","","tcp","","","46","","","","","","","","","","","","","","General TCP","drop","","TCP Flag(s): SYN","TCP packet dropped",""
"03/26/2025 16:54:32","608","Security Services","IPS","IPS Detection Alert","Standard IDP Message String","Alert","","","","X1","","","","X0","","199.232.214.172","8","","","","","192.168.32.67","1","","","","","","","","","","","","","","","352","3","","","","","","","NA","","","IPS Detection Alert: ICMP Time-To-Live Exceeded in Transit, SID: 352, Priority: Low",""
"03/26/2025 16:54:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","08:BF:B8:12:C3:FC","Unknown","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::1441:acb8:5be4:f239","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 16:55:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","08:BF:B8:12:C3:FC","Unknown","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::1441:acb8:5be4:f239","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 16:55:45","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","08:BF:B8:12:BF:44","Unknown","X0","LAN","18:C2:41:96:50:98","SONICWALL","X1","WAN","192.168.32.67","54232","","","","","52.123.224.132","443","","","","","tcp","","","415","","5 (LAN->WAN)","","","","","","","","","","","","General HTTPS","drop","","","TCP packet dropped",""
"03/26/2025 16:56:10","608","Security Services","IPS","IPS Detection Alert","Standard IDP Message String","Alert","","","","X1","","","","X0","","199.232.210.172","8","","","","","192.168.32.150","1","","","","","","","","","","","","","","","352","3","","","","","","","NA","","","IPS Detection Alert: ICMP Time-To-Live Exceeded in Transit, SID: 352, Priority: Low",""
"03/26/2025 16:56:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","08:BF:B8:12:C3:FC","Unknown","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::1441:acb8:5be4:f239","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 16:56:45","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","00:A0:26:D8:CE:CA","TELDAT, S.A.","X1","WAN","18:C2:41:96:50:99","SONICWALL","X1","WAN","185.91.127.81","51328","","","","","217.124.116.61","8080","","","","","tcp","","","46","","","","","","","","","","","","","","Service Tivo TCP Data","drop","","TCP Flag(s): SYN","TCP packet dropped",""
"03/26/2025 16:57:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","08:BF:B8:12:C3:FC","Unknown","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::1441:acb8:5be4:f239","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 16:57:48","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","3C:2A:F4:02:50:8D","BROTHER INDUSTRIES","X0","LAN","18:C2:41:96:50:98","SONICWALL","X1","WAN","192.168.32.225","65041","","","","","54.68.123.2","443","","","","","tcp","","","52","","5 (LAN->WAN)","","","","","","","","","","","","General HTTPS","drop","","","TCP packet dropped",""
"03/26/2025 16:58:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","08:BF:B8:12:C3:FC","Unknown","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::1441:acb8:5be4:f239","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 16:58:48","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","00:A0:26:D8:CE:CA","TELDAT, S.A.","X1","WAN","18:C2:41:96:50:99","SONICWALL","X1","WAN","117.72.9.38","50596","","","","","217.124.116.61","2222","","","","","tcp","","","60","","","","","","","","","","","","","","Service RPC Services","drop","","TCP Flag(s): SYN","TCP packet dropped",""
"03/26/2025 16:59:08","608","Security Services","IPS","IPS Detection Alert","Standard IDP Message String","Alert","","","","X1","","","","X0","","13.107.21.200","8","","","","","192.168.32.230","1","","","","","","","","","","","","","","","352","3","","","","","","","NA","","","IPS Detection Alert: ICMP Time-To-Live Exceeded in Transit, SID: 352, Priority: Low",""
"03/26/2025 16:59:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","54:B2:03:8B:9E:BA","PEGATRON CORPORATION","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::67ba:e868:3bef:c9af","5353","","","","","ff02::fb","5353","","","","","udp","","","91","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 16:59:50","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","3C:2A:F4:02:50:8D","BROTHER INDUSTRIES","X0","LAN","18:C2:41:96:50:98","SONICWALL","X1","WAN","192.168.32.225","3931","","","","","44.224.140.180","443","","","","","tcp","","","52","","5 (LAN->WAN)","","","","","","","","","","","","General HTTPS","drop","","","TCP packet dropped",""
"03/26/2025 17:00:21","1110","Network","DHCP Server","Assigned IP Address","Simple Message String","Information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","","Assigned IP address 192.168.132.188 to MAC address E8:96:06:01:D5:2D",""
"03/26/2025 17:00:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","54:B2:03:8B:9E:BA","PEGATRON CORPORATION","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::67ba:e868:3bef:c9af","5353","","","","","ff02::fb","5353","","","","","udp","","","91","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 17:00:50","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","00:A0:26:D8:CE:CA","TELDAT, S.A.","X1","LAN","18:C2:41:96:50:99","SONICWALL","X0","WAN","142.250.178.131","80","","","","","192.168.32.7","62374","","","","","tcp","","","46","","5 (LAN->WAN)","","","","","","","","","","","","General HTTP","drop","","","TCP packet dropped",""
"03/26/2025 17:01:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","08:BF:B8:12:C3:FC","Unknown","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::1441:acb8:5be4:f239","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 17:01:52","1226","Network","Network Access","HTTPS Handshake","Standard Message String","Information","","","","X1","","","","X1","","141.98.11.116","63560","","","","","217.124.116.61","4443","","","","","tcp","","","","","","","","","","","","","","","","","","NA","","","HTTPS Handshake: wrong version number",""
"03/26/2025 17:01:52","1684","Network","Network Access","SSL Error","Standard Message String","Information","","","","X1","","","","X1","","141.98.11.116","63560","","","","","217.124.116.61","4443","","","","","tcp","","","","","","","","","","","","","","","","","","NA","","Error1 L=20 F=143 R=267 ssl3_get_record","SSL Error : wrong version number",""
"03/26/2025 17:01:57","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","00:A0:26:D8:CE:CA","TELDAT, S.A.","X1","WAN","18:C2:41:96:50:99","SONICWALL","X1","WAN","194.180.48.35","53459","","","","","217.124.116.61","4821","","","","","tcp","","","46","","","","","","","","","","","","","","Service iMesh","drop","","TCP Flag(s): SYN","TCP packet dropped",""
"03/26/2025 17:02:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","08:BF:B8:12:C3:FC","Unknown","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::1441:acb8:5be4:f239","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 17:02:58","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","00:A0:26:D8:CE:CA","TELDAT, S.A.","X1","LAN","18:C2:41:96:50:99","SONICWALL","X0","WAN","142.250.179.67","80","","","","","192.168.32.16","60862","","","","","tcp","","","46","","5 (LAN->WAN)","","","","","","","","","","","","General HTTP","drop","","","TCP packet dropped",""
"03/26/2025 17:03:34","608","Security Services","IPS","IPS Detection Alert","Standard IDP Message String","Alert","","","","X1","","","","X0","","5.255.145.41","8","","","","","192.168.32.157","1","","","","","","","","","","","","","","","352","3","","","","","","","NA","","","IPS Detection Alert: ICMP Time-To-Live Exceeded in Transit, SID: 352, Priority: Low",""
"03/26/2025 17:03:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","08:BF:B8:12:C3:FC","Unknown","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::1441:acb8:5be4:f239","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 17:03:58","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","00:A0:26:D8:CE:CA","TELDAT, S.A.","X1","LAN","18:C2:41:96:50:99","SONICWALL","X0","WAN","142.250.201.65","443","","","","","192.168.32.7","62525","","","","","tcp","","","46","","5 (LAN->WAN)","","","","","","","","","","","","General HTTPS","drop","","","TCP packet dropped",""
"03/26/2025 17:04:03","82","Security Services","Attacks","Port Scan Possible","Standard Note String","Alert","2048","00:A0:26:D8:CE:CA","TELDAT, S.A.","X1","LAN","18:C2:41:96:50:99","SONICWALL","X0","WAN","8.8.4.4","443","","","","","192.168.32.7","62549","","","","","tcp","","","46","","5 (LAN->WAN)","","","","","","","","","","","","General HTTPS","NA","","Pkt is dropped. TCP scanned port list","Possible port scan detected",""
"03/26/2025 17:04:06","1213","Firewall Settings","Flood Protection","UDP Flood Detected","Standard Note String","Alert","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","Attack Destination: 0.0.0.0 - 255.255.255.255, Most active attacker information: [1]192.168.32.100:2052 -> 10.255.255.255:1202 (1571 pkts)  [2]192.168.100.230:37486 -> 142.250.200.74:443 (624 pkts)  [3]192.168.100.230:60281 -> 157.240.5.63:443 (82 pkts) ","Possible UDP flood attack detected",""
"03/26/2025 17:04:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","08:BF:B8:12:C3:FC","Unknown","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::1441:acb8:5be4:f239","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 17:04:48","608","Security Services","IPS","IPS Detection Alert","Standard IDP Message String","Alert","","","","X1","","","","X0","","199.232.214.172","8","","","","","192.168.32.154","1","","","","","","","","","","","","","","","316","3","","","","","","","NA","","","IPS Detection Alert: ICMP Echo Reply, SID: 316, Priority: Low",""
"03/26/2025 17:05:02","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","3C:2A:F4:02:50:8D","BROTHER INDUSTRIES","X0","LAN","18:C2:41:96:50:98","SONICWALL","X1","WAN","192.168.32.225","3328","","","","","44.224.140.180","443","","","","","tcp","","","52","","5 (LAN->WAN)","","","","","","","","","","","","General HTTPS","drop","","","TCP packet dropped",""
"03/26/2025 17:05:36","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","08:BF:B8:12:C3:FC","Unknown","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::1441:acb8:5be4:f239","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","","Unhandled link-local or multicast IPv6 packet dropped",""
"03/26/2025 17:06:17","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","00:A0:26:D8:CE:CA","TELDAT, S.A.","X1","WAN","18:C2:41:96:50:99","SONICWALL","X1","WAN","118.194.236.142","37314","","","","","217.124.116.61","7537","","","","","tcp","","","46","","","","","","","","","","","","","","General TCP","drop","","TCP Flag(s): SYN","TCP packet dropped",""
